URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
bctech2151,https://insights.blackcoffer.com/stocktwits-data-structurization/,15,11,1,0.04467353944,16.54545455,28.59399684,18.05578055,16.54545455,181,633,2.151658768,14,6.399684044
bctech2146,https://insights.blackcoffer.com/marketing-analytics-to-automate-leads-call-status-and-reporting/,5,1,1,0.04379562012,29.125,37.05882353,26.47352941,29.125,63,170,2.3,2,6.317647059
bctech2143,https://insights.blackcoffer.com/google-local-service-ads-lsa-data-warehouse/,4,1,1,0.03267973835,25.2,38.62433862,25.52973545,25.2,73,189,2.296296296,4,6.105820106
bctech2145,https://insights.blackcoffer.com/marketing-ads-leads-call-status-data-tool-to-bigquery/,5,1,1,0.04411764673,25.11111111,39.63414634,25.89810298,25.11111111,65,164,2.37195122,2,6.542682927
bctech2153,https://insights.blackcoffer.com/population-and-community-survey-of-america/,14,10,1,0.04060913699,23.075,38.5620915,24.6548366,23.075,236,612,2.367647059,9,6.555555556
bctech2156,https://insights.blackcoffer.com/budget-sales-kpi-dashboard-using-power-bi/,1,0,0.999999,0.008695652098,122,21.25984252,57.30393701,122,27,127,1.929133858,0,5.62992126
bctech2157,https://insights.blackcoffer.com/amazon-buy-bot-an-automation-ai-tool-to-auto-checkouts/,2,0,0.9999995,0.02597402564,18.71428571,31.46067416,20.06998395,18.71428571,28,89,2.393258427,3,6.539325843
bctech2144,https://insights.blackcoffer.com/google-local-service-ads-missed-calls-and-messages-automation-tool/,3,5,-1,0.04938271574,27.4,27.7486911,22.05947644,27.4,53,191,2.162303665,1,6.162303665
bctech2152,https://insights.blackcoffer.com/sentimental-analysis-on-shareholder-letter-of-companies/,11,10,1,0.0517241378,20.78571429,46.85990338,27.05824707,20.78571429,194,414,2.434782609,6,6.782608696
bctech2150,https://insights.blackcoffer.com/marbles-stimulation-using-python/,19,3,1,0.08560311251,23.42105263,33.20610687,22.6508638,23.42105263,87,262,2.20610687,12,6.465648855
bctech2149,https://insights.blackcoffer.com/data-etl-local-service-ads-leads-to-bigquery/,10,4,1,0.08805031391,21.16666667,35.13513514,22.52072072,21.16666667,65,185,2.275675676,2,6.162162162
bctech2154,https://insights.blackcoffer.com/google-lsa-api-data-automation-and-dashboarding/,23,20,1,0.04988399066,20.52238806,38.67924528,23.68065334,20.52238806,369,954,2.365828092,18,6.310272537
bctech2155,https://insights.blackcoffer.com/healthcare-data-analysis/,10,12,-1,0.1047619043,18.39130435,30.36437247,19.50227073,18.39130435,75,247,2.194331984,15,6.020242915
